#longitude,latitude,distance,bathymetry
142.486902039,37.3381879625,129500.049203,-1092.80622957
142.489725037,37.3382122986,129750.049123,-1109.06614743
142.492548036,37.3382365677,130000.049042,-1126.9980589
142.495371038,37.3382607697,130250.048961,-1144.09147662
142.498194041,37.3382849046,130500.048879,-1159.9323426
142.501017046,37.3383089724,130750.048797,-1174.78447967
142.503840053,37.3383329732,131000.048715,-1187.34211679
142.506663061,37.3383569069,131250.048632,-1197.39003296
142.509486072,37.3383807735,131500.048549,-1204.61377744
142.512309084,37.338404573,131750.048465,-1211.10824333
142.515132097,37.3384283055,132000.04838,-1217.01514012
142.517955113,37.3384519709,132250.048296,-1222.24946142
142.52077813,37.3384755692,132500.048211,-1228.34843618
142.52360115,37.3384991004,132750.048125,-1235.21128297
142.526424171,37.3385225646,133000.048039,-1242.70489509
142.529247193,37.3385459617,133250.047952,-1251.40550039
142.532070218,37.3385692917,133500.047865,-1260.60369639
142.534893244,37.3385925547,133750.047778,-1269.66430304
142.537716272,37.3386157505,134000.04769,-1277.22841326
142.540539301,37.3386388793,134250.047602,-1284.00649214
142.543362332,37.3386619411,134500.047513,-1290.3281023
142.546185365,37.3386849357,134750.047424,-1294.46735257
142.5490084,37.3387078633,135000.047335,-1296.56808394
142.551831437,37.3387307238,135250.047245,-1297.07085564
142.554654475,37.3387535172,135500.047154,-1299.35860161
142.557477515,37.3387762435,135750.047064,-1303.33190959
142.560300556,37.3387989028,136000.046972,-1309.29535019
142.563123599,37.338821495,136250.046881,-1318.10416613
142.565946644,37.3388440201,136500.046788,-1329.84999742
142.568769691,37.3388664782,136750.046696,-1343.97765015
142.571592739,37.3388888691,137000.046603,-1358.05715719
142.574415789,37.338911193,137250.04651,-1373.1246518
142.57723884,37.3389334498,137500.046416,-1388.86380728
142.580061894,37.3389556396,137750.046322,-1403.88129188
142.582884949,37.3389777622,138000.046227,-1418.91967945
142.585708005,37.3389998178,138250.046132,-1433.69924406
142.588531063,37.3390218063,138500.046037,-1447.4221601
142.591354123,37.3390437278,138750.045941,-1460.14085104
142.594177184,37.3390655821,139000.045844,-1471.92794368
142.597000248,37.3390873694,139250.045748,-1482.86182389
142.599823312,37.3391090896,139500.045651,-1493.17418815
142.602646378,37.3391307427,139750.045553,-1503.63504371
142.605469446,37.3391523288,140000.045455,-1515.25642755
142.608292516,37.3391738477,140250.045357,-1527.5344856
142.611115587,37.3391952996,140500.045258,-1541.61893705
142.61393866,37.3392166845,140750.045159,-1558.75254213
142.616761734,37.3392380022,141000.04506,-1578.31409288
142.61958481,37.3392592529,141250.04496,-1599.36844003
142.622407887,37.3392804365,141500.044859,-1621.12252505
142.625230966,37.339301553,141750.044759,-1644.59793262
142.628054047,37.3393226024,142000.044657,-1667.98906068
142.630877129,37.3393435847,142250.044556,-1690.18143105
142.633700213,37.3393645,142500.044454,-1712.49458522
142.636523298,37.3393853482,142750.044352,-1734.49973322
142.639346385,37.3394061293,143000.044249,-1755.95313927
142.642169474,37.3394268434,143250.044146,-1776.17422181
142.644992563,37.3394474903,143500.044043,-1796.51182656
142.647815655,37.3394680702,143750.043939,-1817.38404408
142.650638748,37.339488583,144000.043834,-1838.1780242
142.653461843,37.3395090288,144250.04373,-1858.94179877
142.656284939,37.3395294074,144500.043625,-1879.78863074
142.659108036,37.339549719,144750.043519,-1901.0947667
142.661931135,37.3395699635,145000.043414,-1923.25723889
142.664754236,37.3395901409,145250.043308,-1946.37108042
142.667577338,37.3396102512,145500.043201,-1970.47384294
142.670400442,37.3396302945,145750.043094,-1995.02780718
142.673223547,37.3396502706,146000.042987,-2020.15199152
142.676046653,37.3396701797,146250.042879,-2046.39057348
142.678869761,37.3396900218,146500.042771,-2072.65611511
142.681692871,37.3397097967,146750.042663,-2098.87814585
142.684515982,37.3397295046,147000.042554,-2125.15618903
142.687339094,37.3397491453,147250.042445,-2150.94620829
142.690162208,37.339768719,147500.042335,-2176.23885933
142.692985324,37.3397882257,147750.042225,-2201.06591622
142.69580844,37.3398076652,148000.042115,-2225.42262601
142.698631559,37.3398270377,148250.042005,-2249.31875042
142.701454678,37.339846343,148500.041894,-2272.76858045
142.7042778,37.3398655813,148750.041782,-2295.75909851
142.707100922,37.3398847526,149000.041671,-2318.32141478
142.709924046,37.3399038567,149250.041559,-2340.48819916
142.712747172,37.3399228938,149500.041446,-2362.21354438
142.715570298,37.3399418637,149750.041333,-2383.50915112
142.718393427,37.3399607666,150000.04122,-2404.38111318
142.721216556,37.3399796025,150250.041107,-2424.87384947
142.724039687,37.3399983712,150500.040993,-2444.58899359
142.72686282,37.3400170729,150750.040879,-2463.39038078
142.729685954,37.3400357074,151000.040764,-2481.77869176
142.732509089,37.3400542749,151250.040649,-2499.68453134
142.735332226,37.3400727753,151500.040534,-2517.10861188
142.738155364,37.3400912087,151750.040418,-2534.01857988
142.740978503,37.3401095749,152000.040303,-2550.76202942
142.743801644,37.3401278741,152250.040186,-2567.67369614
142.746624786,37.3401461062,152500.04007,-2585.59094169
142.749447929,37.3401642712,152750.039953,-2603.95353471
142.752271074,37.3401823691,153000.039835,-2622.979284
142.75509422,37.3402004,153250.039718,-2643.58489637
142.757917368,37.3402183638,153500.0396,-2664.66114113
142.760740517,37.3402362604,153750.039481,-2686.46695719
142.763563667,37.34025409,154000.039363,-2709.87090749
142.766386818,37.3402718526,154250.039244,-2734.28532059
142.769209971,37.340289548,154500.039125,-2759.448347
142.772033125,37.3403071764,154750.039005,-2785.00538758
142.774856281,37.3403247376,155000.038885,-2811.08510191
142.777679438,37.3403422318,155250.038765,-2837.38160056
142.780502596,37.340359659,155500.038644,-2863.48856795
142.783325755,37.340377019,155750.038523,-2889.71855355
142.786148916,37.3403943119,156000.038402,-2915.99215975
142.788972078,37.3404115378,156250.03828,-2942.22160275
142.791795241,37.3404286966,156500.038158,-2968.43367431
142.794618405,37.3404457883,156750.038036,-2994.39680775
142.797441571,37.3404628129,157000.037913,-3019.97402002
142.800264738,37.3404797704,157250.03779,-3046.04949336
142.803087906,37.3404966609,157500.037667,-3072.69670218
142.805911076,37.3405134843,157750.037544,-3100.0400979
142.808734247,37.3405302406,158000.03742,-3128.56158808
142.811557419,37.3405469298,158250.037296,-3156.84317062
142.814380592,37.3405635519,158500.037171,-3184.23599419
142.817203767,37.3405801069,158750.037046,-3211.39336525
142.820026942,37.3405965949,159000.036921,-3236.04073644
142.822850119,37.3406130158,159250.036796,-3257.44966625
142.825673298,37.3406293696,159500.03667,-3275.74581039
142.828496477,37.3406456563,159750.036544,-3293.99044491
142.831319658,37.3406618759,160000.036418,-3313.09303652
142.834142839,37.3406780284,160250.036291,-3332.63020461
142.836966022,37.3406941139,160500.036164,-3354.72936387
142.839789207,37.3407101323,160750.036037,-3379.67237647
142.842612392,37.3407260836,161000.035909,-3407.35177451
142.845435579,37.3407419678,161250.035782,-3435.12185276
142.848258767,37.3407577849,161500.035654,-3462.89686648
142.851081955,37.3407735349,161750.035525,-3491.47459735
142.853905146,37.3407892179,162000.035396,-3519.1074001
142.856728337,37.3408048338,162250.035267,-3545.4033739
142.859551529,37.3408203825,162500.035138,-3569.98330954
142.862374723,37.3408358642,162750.035008,-3593.22112886
142.865197918,37.3408512789,163000.034879,-3614.99113121
142.868021114,37.3408666264,163250.034748,-3635.06396121
142.870844311,37.3408819069,163500.034618,-3654.84666504
142.873667509,37.3408971202,163750.034487,-3674.5085218
142.876490708,37.3409122665,164000.034356,-3694.21866201
142.879313909,37.3409273457,164250.034225,-3714.35661757
142.88213711,37.3409423578,164500.034093,-3734.67426477
142.884960313,37.3409573029,164750.033961,-3755.00410462
142.887783517,37.3409721808,165000.033829,-3775.53984189
142.890606722,37.3409869917,165250.033697,-3795.78839537
142.893429928,37.3410017354,165500.033564,-3815.46465817
142.896253135,37.3410164121,165750.033431,-3834.93464011
142.899076343,37.3410310217,166000.033298,-3853.224406
142.901899553,37.3410455643,166250.033164,-3870.06647321
142.904722763,37.3410600397,166500.03303,-3886.64532469
142.907545974,37.3410744481,166750.032896,-3903.41787577
142.910369187,37.3410887893,167000.032762,-3920.64941023
142.9131924,37.3411030635,167250.032627,-3938.49758549
142.916015615,37.3411172706,167500.032492,-3957.15221469
142.918838831,37.3411314106,167750.032357,-3976.39168286
142.921662048,37.3411454835,168000.032222,-3995.28134909
142.924485265,37.3411594894,168250.032086,-4014.3704582
142.927308484,37.3411734281,168500.03195,-4033.02847694
142.930131704,37.3411872998,168750.031814,-4049.45872194
142.932954925,37.3412011044,169000.031677,-4064.11470649
142.935778147,37.3412148419,169250.03154,-4077.99540585
142.93860137,37.3412285123,169500.031403,-4092.93746689
142.941424594,37.3412421156,169750.031266,-4108.88084067
142.944247819,37.3412556519,170000.031129,-4125.76150896
142.947071045,37.341269121,170250.030991,-4143.46089845
142.949894272,37.3412825231,170500.030853,-4161.94132162
142.9527175,37.3412958581,170750.030715,-4180.50439647
142.955540729,37.341309126,171000.030576,-4198.33315006
142.958363959,37.3413223268,171250.030437,-4214.91766533
142.96118719,37.3413354605,171500.030298,-4229.98703814
142.964010422,37.3413485272,171750.030159,-4243.28284171
142.966833655,37.3413615267,172000.03002,-4255.71217927
142.969656889,37.3413744592,172250.02988,-4267.51381106
142.972480124,37.3413873246,172500.02974,-4278.8846879
142.975303359,37.3414001229,172750.0296,-4289.44963695
142.978126596,37.3414128541,173000.029459,-4299.51257424
142.980949834,37.3414255182,173250.029318,-4309.21598653
142.983773072,37.3414381152,173500.029177,-4318.26349139
142.986596312,37.3414506452,173750.029036,-4327.19265311
142.989419552,37.341463108,174000.028895,-4336.21868366
142.992242794,37.3414755038,174250.028753,-4345.09703443
142.995066036,37.3414878325,174500.028611,-4354.46687665
142.997889279,37.3415000941,174750.028469,-4364.31936521
143.000712524,37.3415122886,175000.028327,-4373.70572556
143.003535769,37.3415244161,175250.028184,-4382.56919386
143.006359015,37.3415364764,175500.028041,-4390.74011274
143.009182262,37.3415484697,175750.027898,-4397.85660365
143.012005509,37.3415603958,176000.027755,-4404.20759976
143.014828758,37.3415722549,176250.027612,-4409.65753484
143.017652008,37.3415840469,176500.027468,-4413.66524123
143.020475258,37.3415957718,176750.027324,-4417.57771916
143.023298509,37.3416074296,177000.02718,-4421.04043013
143.026121761,37.3416190204,177250.027036,-4422.9457859
143.028945015,37.341630544,177500.026891,-4425.30780742
143.031768268,37.3416420006,177750.026746,-4427.51650523
143.034591523,37.34165339,178000.026601,-4428.39186273
143.037414779,37.3416647124,178250.026456,-4429.60861616
143.040238035,37.3416759677,178500.02631,-4431.01854467
143.043061292,37.3416871559,178750.026165,-4432.42860793
143.04588455,37.341698277,179000.026019,-4433.31509274
143.048707809,37.3417093311,179250.025873,-4433.86299949
143.051531069,37.341720318,179500.025727,-4434.221936
143.05435433,37.3417312379,179750.02558,-4433.89647405
143.057177591,37.3417420906,180000.025434,-4432.67954642
143.060000853,37.3417528763,180250.025287,-4430.44846666
143.062824116,37.3417635949,180500.02514,-4428.02248224
143.06564738,37.3417742464,180750.024992,-4425.48608032
143.068470644,37.3417848308,181000.024845,-4423.09171318
143.07129391,37.3417953482,181250.024697,-4422.29617427
143.074117176,37.3418057984,181500.024549,-4422.57798258
143.076940443,37.3418161816,181750.024401,-4423.73723
143.079763711,37.3418264976,182000.024253,-4425.65099184
143.082586979,37.3418367466,182250.024104,-4427.74420924
143.085410248,37.3418469285,182500.023956,-4429.82217985
143.088233518,37.3418570433,182750.023807,-4432.0481811
143.091056789,37.341867091,183000.023658,-4433.53695974
143.09388006,37.3418770716,183250.023509,-4434.48009604
143.096703332,37.3418869852,183500.023359,-4436.08352909
143.099526605,37.3418968316,183750.02321,-4438.24499591
143.102349879,37.341906611,184000.02306,-4441.28865551
143.105173153,37.3419163233,184250.02291,-4445.97126058
143.107996429,37.3419259684,184500.02276,-4451.78332738
143.110819704,37.3419355465,184750.022609,-4458.68668636
143.113642981,37.3419450575,185000.022459,-4466.69194481
143.116466258,37.3419545015,185250.022308,-4476.07042894
143.119289536,37.3419638783,185500.022157,-4486.05620561
143.122112815,37.341973188,185750.022006,-4495.53877474
143.124936094,37.3419824307,186000.021855,-4504.86083315
143.127759374,37.3419916062,186250.021704,-4513.85109441
143.130582655,37.3420007147,186500.021552,-4522.30702529
143.133405936,37.3420097561,186750.0214,-4530.1414375
143.136229218,37.3420187304,187000.021248,-4537.21220812
143.139052501,37.3420276376,187250.021096,-4543.40608652
143.141875784,37.3420364777,187500.020944,-4549.83676664
143.144699068,37.3420452507,187750.020792,-4556.14616616
143.147522353,37.3420539567,188000.020639,-4562.12427582
143.150345639,37.3420625955,188250.020487,-4567.84120826
143.153168924,37.3420711673,188500.020334,-4572.96959666
143.155992211,37.342079672,188750.020181,-4577.43442876
143.158815498,37.3420881095,189000.020027,-4582.39681738
143.161638786,37.34209648,189250.019874,-4585.92890027
143.164462075,37.3421047834,189500.01972,-4587.39858309
143.167285364,37.3421130197,189750.019567,-4587.45385205
143.170108654,37.342121189,190000.019413,-4587.38115756
143.172931944,37.3421292911,190250.019259,-4587.62357956
143.175755235,37.3421373262,190500.019105,-4587.72344522
143.178578526,37.3421452941,190750.018951,-4590.30129577
143.181401818,37.342153195,191000.018796,-4595.84297871
143.184225111,37.3421610288,191250.018642,-4603.95183562
143.187048404,37.3421687954,191500.018487,-4614.36183655
143.189871698,37.342176495,191750.018332,-4626.86239181
143.192694993,37.3421841275,192000.018177,-4641.23894482
143.195518288,37.342191693,192250.018022,-4656.67095995
143.198341583,37.3421991913,192500.017866,-4672.70106917
143.201164879,37.3422066225,192750.017711,-4688.69624707
143.203988176,37.3422139867,193000.017555,-4705.03793401
143.206811473,37.3422212837,193250.0174,-4721.56630669
143.209634771,37.3422285137,193500.017244,-4738.06192636
143.212458069,37.3422356766,193750.017088,-4754.17196213
143.215281368,37.3422427724,194000.016932,-4770.12116774
143.218104668,37.3422498011,194250.016775,-4786.1569237
143.220927967,37.3422567627,194500.016619,-4801.65830725
143.223751268,37.3422636572,194750.016463,-4816.72066646
143.226574569,37.3422704846,195000.016306,-4831.43225994
143.22939787,37.342277245,195250.016149,-4846.81001228
143.232221172,37.3422839382,195500.015992,-4861.84203617
143.235044475,37.3422905644,195750.015835,-4876.04493734
143.237867777,37.3422971235,196000.015678,-4891.73732954
143.240691081,37.3423036155,196250.015521,-4908.25018675
143.243514385,37.3423100403,196500.015363,-4925.28864015
143.246337689,37.3423163981,196750.015206,-4942.48553667
143.249160994,37.3423226889,197000.015048,-4960.2816862
143.251984299,37.3423289125,197250.01489,-4978.61399835
143.254807605,37.342335069,197500.014733,-4996.38619526
143.257630911,37.3423411584,197750.014575,-5013.54505052
143.260454218,37.3423471808,198000.014417,-5030.14814321
143.263277525,37.3423531361,198250.014258,-5046.67916142
143.266100832,37.3423590242,198500.0141,-5062.71687359
143.26892414,37.3423648453,198750.013942,-5078.50468177
143.271747449,37.3423705993,199000.013783,-5094.97245106
143.274570758,37.3423762862,199250.013624,-5111.54311065
143.277394067,37.342381906,199500.013466,-5128.26509087
143.280217376,37.3423874587,199750.013307,-5145.41778116
143.283040687,37.3423929443,200000.013148,-5162.73750199
143.285863997,37.3423983629,200250.012989,-5180.07797193
143.288687308,37.3424037143,200500.01283,-5197.23298891
143.291510619,37.3424089987,200750.01267,-5214.34793661
143.294333931,37.3424142159,201000.012511,-5231.52903532
143.297157243,37.3424193661,201250.012351,-5248.91756965
143.299980555,37.3424244492,201500.012192,-5265.9379845
143.302803868,37.3424294652,201750.012032,-5284.02287205
143.305627181,37.3424344141,202000.011872,-5304.6625322
143.308450495,37.3424392959,202250.011713,-5326.61702586
143.311273809,37.3424441106,202500.011553,-5350.53937109
143.314097123,37.3424488582,202750.011393,-5376.95056186
143.316920438,37.3424535388,203000.011233,-5406.23347604
143.319743753,37.3424581522,203250.011072,-5437.51648934
143.322567068,37.3424626986,203500.010912,-5470.30467726
143.325390384,37.3424671778,203750.010752,-5505.1563766
143.3282137,37.34247159,204000.010591,-5542.96406471
143.331037016,37.3424759351,204250.010431,-5584.27635529
143.333860333,37.3424802131,204500.01027,-5629.62055668
143.33668365,37.342484424,204750.010109,-5678.26206512
143.339506967,37.3424885678,205000.009949,-5729.88143274
143.342330285,37.3424926445,205250.009788,-5784.72368889
143.345153602,37.3424966542,205500.009627,-5839.70353637
143.347976921,37.3425005967,205750.009466,-5894.14408133
143.350800239,37.3425044721,206000.009305,-5949.54741896
143.353623558,37.3425082805,206250.009144,-6002.04918541
143.356446877,37.3425120218,206500.008982,-6051.30066467
143.359270196,37.3425156959,206750.008821,-6098.95619839
143.362093516,37.342519303,207000.00866,-6141.66753153
143.364916836,37.342522843,207250.008498,-6179.19251164
143.367740156,37.3425263159,207500.008337,-6211.84754627
143.370563476,37.3425297217,207750.008175,-6241.07156828
143.373386797,37.3425330604,208000.008014,-6266.84624071
143.376210117,37.3425363321,208250.007852,-6288.75260371
143.379033439,37.3425395366,208500.00769,-6309.08895001
143.38185676,37.3425426741,208750.007528,-6327.72333212
143.384680081,37.3425457444,209000.007367,-6344.37327597
143.387503403,37.3425487477,209250.007205,-6359.11611018
143.390326725,37.3425516838,209500.007043,-6371.61606134
143.393150048,37.3425545529,209750.006881,-6381.53799349
143.39597337,37.3425573549,210000.006719,-6390.61457025
143.398796693,37.3425600898,210250.006556,-6398.33083681
143.401620015,37.3425627576,210500.006394,-6404.43560959
143.404443339,37.3425653583,210750.006232,-6411.39724862
143.407266662,37.342567892,211000.00607,-6418.42855164
143.410089985,37.3425703585,211250.005907,-6425.08997614
143.412913309,37.3425727579,211500.005745,-6430.88461184
143.415736633,37.3425750903,211750.005583,-6435.37632046
143.418559957,37.3425773556,212000.00542,-6438.51207722
143.421383281,37.3425795537,212250.005258,-6441.53821517
143.424206605,37.3425816848,212500.005095,-6444.43537719
143.427029929,37.3425837488,212750.004933,-6447.91581852
143.429853254,37.3425857457,213000.00477,-6454.91632805
143.432676579,37.3425876755,213250.004607,-6464.86188333
143.435499904,37.3425895382,213500.004445,-6477.95523854
143.438323229,37.3425913338,213750.004282,-6494.97002448
143.441146554,37.3425930623,214000.004119,-6515.94788748
143.443969879,37.3425947238,214250.003956,-6540.19152182
143.446793204,37.3425963181,214500.003794,-6565.82470977
143.44961653,37.3425978454,214750.003631,-6594.08971924
143.452439856,37.3425993055,215000.003468,-6623.47222785
143.455263181,37.3426006986,215250.003305,-6650.6803971
143.458086507,37.3426020246,215500.003142,-6677.78660129
143.460909833,37.3426032835,215750.002979,-6704.30791448
143.463733159,37.3426044753,216000.002816,-6729.26518748
143.466556485,37.3426056,216250.002653,-6753.575011
143.469379811,37.3426066576,216500.00249,-6777.71396031
143.472203138,37.3426076481,216750.002327,-6802.24286355
143.475026464,37.3426085716,217000.002164,-6826.44038067
143.47784979,37.3426094279,217250.002001,-6850.68779091
143.480673117,37.3426102172,217500.001838,-6875.34618814
143.483496443,37.3426109393,217750.001675,-6900.69673098
143.48631977,37.3426115944,218000.001511,-6925.70283454
143.489143096,37.3426121824,218250.001348,-6949.58196009
143.491966423,37.3426127033,218500.001185,-6972.37679577
143.49478975,37.342613157,218750.001022,-6994.05068921
143.497613076,37.3426135437,219000.000859,-7014.54783657
143.500436403,37.3426138634,219250.000696,-7033.68622441
143.50325973,37.3426141159,219500.000533,-7051.07423484
143.506083057,37.3426143013,219750.000369,-7066.59400018
143.508906384,37.3426144196,220000.000206,-7080.96550383
143.51172971,37.3426144709,220250.000043,-7092.76846025
143.514553037,37.342614455,220499.99988,-7101.74632721
143.517376364,37.3426143721,220749.999717,-7108.66772602
143.520199691,37.3426142221,220999.999554,-7114.89659151
143.523023018,37.3426140049,221249.99939,-7120.7856782
143.525846344,37.3426137207,221499.999227,-7125.90953831
143.528669671,37.3426133694,221749.999064,-7131.96594517
143.531492998,37.342612951,221999.998901,-7139.14449213
143.534316324,37.3426124655,222249.998738,-7147.0849154
143.537139651,37.342611913,222499.998575,-7156.12374174
143.539962978,37.3426112933,222749.998411,-7166.06566334
143.542786304,37.3426106065,222999.998248,-7176.47883458
143.545609631,37.3426098527,223249.998085,-7187.46326189
143.548432957,37.3426090317,223499.997922,-7198.9894804
143.551256284,37.3426081437,223749.997759,-7211.02335483
143.55407961,37.3426071886,223999.997596,-7223.44665638
143.556902936,37.3426061664,224249.997433,-7236.05722736
143.559726262,37.342605077,224499.99727,-7248.65487267
143.562549588,37.3426039206,224749.997107,-7260.18122445
143.565372914,37.3426026972,224999.996944,-7270.93818004
143.56819624,37.3426014066,225249.996781,-7281.16357019
143.571019566,37.3426000489,225499.996618,-7289.1665382
143.573842892,37.3425986241,225749.996455,-7295.11394819
143.576666217,37.3425971323,225999.996292,-7299.08707744
143.579489543,37.3425955733,226249.99613,-7301.54332586
143.582312868,37.3425939473,226499.995967,-7302.21093006
143.585136193,37.3425922541,226749.995804,-7301.17815046
143.587959518,37.3425904939,226999.995641,-7300.48741024
143.590782843,37.3425886666,227249.995479,-7299.39410069
143.593606168,37.3425867722,227499.995316,-7297.9311242
143.596429493,37.3425848107,227749.995153,-7297.67162413
143.599252817,37.3425827821,227999.994991,-7298.11252392
143.602076142,37.3425806864,228249.994828,-7299.0185524
143.604899466,37.3425785237,228499.994666,-7299.78639849
143.60772279,37.3425762938,228749.994503,-7300.95409247
143.610546114,37.3425739968,228999.994341,-7302.55221445
143.613369437,37.3425716328,229249.994178,-7304.20781886
143.616192761,37.3425692017,229499.994016,-7306.85880874
143.619016084,37.3425667034,229749.993854,-7310.43094969
143.621839407,37.3425641381,229999.993691,-7314.26827684
143.62466273,37.3425615057,230249.993529,-7319.41126951
143.627486053,37.3425588062,230499.993367,-7325.96465795
143.630309376,37.3425560396,230749.993205,-7333.95447588
143.633132698,37.3425532059,230999.993043,-7342.82498724
143.63595602,37.3425503051,231249.992881,-7352.98813914
143.638779342,37.3425473373,231499.992719,-7365.08393481
143.641602664,37.3425443023,231749.992557,-7378.85301817
143.644425985,37.3425412003,231999.992395,-7393.68722357
143.647249306,37.3425380311,232249.992233,-7408.89952119
143.650072627,37.3425347949,232499.992072,-7425.56523803
143.652895948,37.3425314916,232749.99191,-7442.9974381
143.655719269,37.3425281212,232999.991748,-7460.61031881
143.658542589,37.3425246837,233249.991587,-7478.62095331
143.661365909,37.3425211791,233499.991425,-7497.43692439
143.664189229,37.3425176074,233749.991264,-7517.29450015
143.667012548,37.3425139686,233999.991103,-7537.37601092
143.669835867,37.3425102627,234249.990941,-7557.55344599
143.672659186,37.3425064898,234499.99078,-7577.71380911
143.675482505,37.3425026497,234749.990619,-7598.00278451
143.678305823,37.3424987426,234999.990458,-7617.56994911
143.681129141,37.3424947684,235249.990297,-7636.0409677
143.683952459,37.342490727,235499.990136,-7653.4527678
143.686775776,37.3424866186,235749.989975,-7669.59594261
143.689599093,37.3424824431,235999.989815,-7684.26485083
143.69242241,37.3424782005,236249.989654,-7696.97213708
143.695245727,37.3424738908,236499.989493,-7707.7459485
143.698069043,37.3424695141,236749.989333,-7716.5075903
143.700892359,37.3424650702,236999.989173,-7723.24595487
143.703715674,37.3424605592,237249.989012,-7726.79577092
143.706538989,37.3424559812,237499.988852,-7727.06350689
143.709362304,37.342451336,237749.988692,-7724.21698079
143.712185618,37.3424466238,237999.988532,-7718.90715221
143.715008933,37.3424418445,238249.988372,-7711.11681889
143.717832246,37.3424369981,238499.988212,-7700.59437114
143.72065556,37.3424320846,238749.988052,-7688.52150753
143.723478873,37.342427104,238999.987892,-7674.92495586
143.726302185,37.3424220563,239249.987733,-7659.72654567
143.729125498,37.3424169415,239499.987573,-7643.55119569
143.73194881,37.3424117596,239749.987414,-7626.21798855
143.734772121,37.3424065107,239999.987254,-7607.50670693
143.737595432,37.3424011946,240249.987095,-7588.98919482
143.740418743,37.3423958115,240499.986936,-7570.89523729
143.743242053,37.3423903613,240749.986777,-7553.47462431
143.746065363,37.3423848439,240999.986618,-7537.17635845
143.748888673,37.3423792595,241249.986459,-7521.88591656
143.751711982,37.342373608,241499.986301,-7507.47377316
143.75453529,37.3423678894,241749.986142,-7492.95987173
143.757358598,37.3423621038,241999.985984,-7478.7228396
143.760181906,37.342356251,242249.985825,-7464.7949793
143.763005214,37.3423503311,242499.985667,-7450.28158306
143.76582852,37.3423443442,242749.985509,-7435.30572545
143.768651827,37.3423382901,242999.985351,-7420.04025872
143.771475133,37.342332169,243249.985193,-7405.40854751
143.774298438,37.3423259808,243499.985035,-7390.63568564
143.777121743,37.3423197255,243749.984877,-7375.72176619
143.779945048,37.3423134031,243999.98472,-7361.54385966
143.782768352,37.3423070136,244249.984562,-7347.13348019
143.785591656,37.342300557,244499.984405,-7332.42455756
143.788414959,37.3422940333,244749.984248,-7317.84983421
143.791238262,37.3422874425,244999.984091,-7302.71306818
143.794061564,37.3422807847,245249.983934,-7286.85923815
143.796884865,37.3422740597,245499.983777,-7270.12126001
143.799708167,37.3422672677,245749.98362,-7252.89133974
143.802531467,37.3422604086,245999.983464,-7235.26476238
143.805354767,37.3422534824,246249.983307,-7217.31191409
143.808178067,37.3422464891,246499.983151,-7199.27335961
143.811001366,37.3422394287,246749.982995,-7181.46913986
143.813824665,37.3422323012,246999.982838,-7164.33503499
143.816647963,37.3422251066,247249.982683,-7146.90368657
143.81947126,37.342217845,247499.982527,-7129.59075726
143.822294557,37.3422105162,247749.982371,-7112.82352301
143.825117854,37.3422031204,247999.982216,-7096.57957185
143.82794115,37.3421956574,248249.98206,-7080.72009802
143.830764445,37.3421881274,248499.981905,-7065.14385939
143.83358774,37.3421805303,248749.98175,-7050.30040525
143.836411034,37.3421728661,248999.981595,-7036.00016963
143.839234327,37.3421651348,249249.98144,-7022.09204444
143.84205762,37.3421573364,249499.981285,-7007.90671266
143.844880913,37.3421494709,249749.981131,-6994.41198956
143.847704205,37.3421415384,249999.980977,-6981.95682492
143.850527496,37.3421335387,250249.980822,-6969.79706842
143.853350787,37.342125472,250499.980668,-6957.41913416
143.856174077,37.3421173382,250749.980514,-6944.68408933
143.858997366,37.3421091372,250999.980361,-6932.26712086
143.861820655,37.3421008692,251249.980207,-6918.84009757
143.864643943,37.3420925341,251499.980054,-6904.31368649
143.867467231,37.342084132,251749.9799,-6889.70317609
143.870290518,37.3420756627,251999.979747,-6874.86186875
143.873113804,37.3420671263,252249.979594,-6859.83634767
143.87593709,37.3420585229,252499.979441,-6844.59145094
143.878760375,37.3420498523,252749.979289,-6830.30464491
143.881583659,37.3420411147,252999.979136,-6817.45172056
143.884406943,37.34203231,253249.978984,-6806.51129088
143.887230226,37.3420234382,253499.978832,-6798.51228412
143.890053508,37.3420144993,253749.97868,-6793.41415657
143.89287679,37.3420054933,253999.978528,-6790.97168048
143.895700071,37.3419964202,254249.978376,-6791.4202999
143.898523351,37.34198728,254499.978225,-6794.4752408
143.901346631,37.3419780728,254749.978074,-6799.85093164
143.90416991,37.3419687984,254999.977922,-6805.63788875
143.906993188,37.341959457,255249.977771,-6811.88176743
143.909816466,37.3419500485,255499.977621,-6818.61336416
143.912639743,37.3419405729,255749.97747,-6825.89237725
143.915463019,37.3419310302,255999.97732,-6833.72339327
143.918286295,37.3419214204,256249.977169,-6842.02331254
143.921109569,37.3419117435,256499.977019,-6848.75062129
143.923932843,37.3419019995,256749.976869,-6854.2299387
143.926756117,37.3418921885,256999.97672,-6858.35484294
143.929579389,37.3418823104,257249.97657,-6859.09708036
143.932402661,37.3418723651,257499.976421,-6855.95909405
143.935225932,37.3418623528,257749.976272,-6848.96542882
143.938049203,37.3418522734,257999.976123,-6840.68301813
143.940872472,37.3418421269,258249.975974,-6830.69792915
143.943695741,37.3418319133,258499.975825,-6819.33797797
143.946519009,37.3418216327,258749.975677,-6808.1952146
143.949342277,37.3418112849,258999.975529,-6797.27569465
143.952165543,37.3418008701,259249.975381,-6786.44759771
